date,page,posted by,message,shares,likes,number of comments,pic,url,type,
"2015-11-19T17:03:06+0000","nztasouthisland","NZ Transport Agency - South Island","Do you commute from Waimakariri District into Christchurch? Then take this chance to have your say. Waimakariri District Council and the New Zealand Transport Agency want to find out what commuters think about their travel and how they can help make your commute easier. Click here: http://ow.ly/UGriQ ^TF","1","0","0","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQALE6B76zXO1aXE&w=130&h=130&url=http%3A%2F%2Fwww.researchfirst.co.nz%2Fuploads%2FNC120SignUp.png&cfs=1","http://www.facebook.com/515412995209755/posts/917414555009595","post",
"2015-11-19T04:33:31+0000","nztasouthisland","NZ Transport Agency - South Island","An update…

Christchurch: There are still long delays on Johns Rd (SH1) in both directions between Harewood Rd and Gardiners Rd, due to an earlier crash at the Johns Rd/Sawyers Arms Rd roundabout. Travel times are up to 12min longer than usual between the Airport and Belfast via Johns Rd in both directions.","1","0","0","https://fbcdn-vthumb-a.akamaihd.net/hvthumb-ak-xfa1/v/t15.0-10/s130x130/12106526_917176785033372_1506185374_n.jpg?oh=67a0ad96cefe29eac0b236355bf4a70b&oe=56F24312&__gda__=1458167485_bcc3ea5fe496aadcca69f586de7a611c","http://www.facebook.com/515412995209755/posts/917176538366730","post",
"2015-11-19T03:42:07+0000","nztasouthisland","NZ Transport Agency - South Island","Update: The crash at Johns Rd (SH1)/Sawyers Arms Rd roundabout has been cleared. Congestion remains. Avoid the area if poss ^LT","0","0","0","","http://www.facebook.com/515412995209755/posts/917165671701150","post",
"2015-11-19T03:19:53+0000","nztasouthisland","NZ Transport Agency - South Island","Due to a crash at the Johns (SH1)/ Sawyers Arms Rd roundabout traffic diversions are in place. Avoid the area ^LT","1","2","0","https://fbcdn-photos-h-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-0/s130x130/11254637_917161521701565_5687447431516350314_n.jpg?oh=14914e59a5dc5a119412f20768aa4f80&oe=56F57D2A&__gda__=1457629210_0768b691de7f5108e221925713e874c9","http://www.facebook.com/515412995209755/posts/917161521701565","post",
"2015-11-18T23:00:50+0000","nztasouthisland","NZ Transport Agency - South Island","Do you commute from Waimakariri District into Christchurch? Then take this chance to have your say. Waimakariri District Council and the New Zealand Transport Agency want to find out what commuters think about their travel and how they can help make your commute easier. Click here: http://ow.ly/UGriQ ^TF","0","0","0","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCEClyLqH0VBCyH&w=130&h=130&url=https%3A%2F%2Fd2jhuj1whasmze.cloudfront.net%2Fphotos%2Foriginal%2FezzYJ.png&cfs=1","http://www.facebook.com/515412995209755/posts/917092515041799","post",
"2015-11-18T05:02:43+0000","nztasouthisland","NZ Transport Agency - South Island","Expect delays in #Dunedin's CBD tonight. Everyone's in town for the #FleetwoodMac concert ^LT","0","13","2","https://fbcdn-photos-h-a.akamaihd.net/hphotos-ak-xlp1/v/t1.0-0/q85/s130x130/12278659_916767011741016_7757084495963768505_n.jpg?oh=4d2b5a1276016236e26ebde8d7897f42&oe=56EA0E27&__gda__=1458353605_a836cc555411b23ba96ca3dea2390ded","http://www.facebook.com/515412995209755/posts/916767011741016","post",
"2015-11-18T05:43:53+0000","nztasouthisland","Emma Hands","Ricki-Lee Earwaker :P","0","0","0","","http://www.facebook.com/515412995209755/posts/916767011741016","comment",
"2015-11-18T17:48:13+0000","nztasouthisland","Leander Shilling","This will be an awsum concert.","0","0","0","","http://www.facebook.com/515412995209755/posts/916767011741016","comment",
"2015-11-18T04:25:59+0000","nztasouthisland","NZ Transport Agency - South Island","Update: SH1 at Tinwald is now open following an earlier crash #Canterbury ^LT","0","1","0","","http://www.facebook.com/515412995209755/posts/916756828408701","post",
"2015-11-18T02:32:15+0000","nztasouthisland","NZ Transport Agency - South Island","Expect DELAYS through #Dunedin this evening due to the #FleetwoodMac concert @ Forsyth Barr Stadium ^LT","0","0","1","","http://www.facebook.com/515412995209755/posts/916671668417217","post",
"2015-11-18T04:34:30+0000","nztasouthisland","Barry N Kirsty Hanson","Apparently traffic lights are out at strathallan/Portsmouth drive intersection","0","0","0","","http://www.facebook.com/515412995209755/posts/916671668417217","comment",
"2015-11-17T06:01:31+0000","nztasouthisland","NZ Transport Agency - South Island","Do you commute from Waimakariri District into Christchurch? Then take this chance to have your say. Waimakariri District Council and the New Zealand Transport Agency want to find out what commuters think about their travel and how they can help make your commute easier. Click here: http://ow.ly/UGriQ ^TF","0","0","1","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAI_Kx99jYwUVLw&w=130&h=130&url=http%3A%2F%2Fwww.researchfirst.co.nz%2Fuploads%2Fimages%2Fcms%2FPrivacy-Policy-Button.jpg&cfs=1","http://www.facebook.com/515412995209755/posts/916298558454528","post",
"2015-11-17T07:14:30+0000","nztasouthisland","Liv Webster","Jackie Maré-Sullivan","0","0","0","","http://www.facebook.com/515412995209755/posts/916298558454528","comment",
"2015-11-16T18:16:35+0000","nztasouthisland","NZ Transport Agency - South Island","Expect DELAYS W-Bnd on QEII Dr (SH74) as it is down to 1 lane heading to Innes Rd roundabout #chchtraffic ^LT","1","3","1","https://fbcdn-photos-b-a.akamaihd.net/hphotos-ak-xfl1/v/t1.0-0/s130x130/12243463_916124421805275_567109120000187755_n.jpg?oh=1f345741ff51b19713a4d847681afd08&oe=56F99EAA&__gda__=1458101465_fa01cfa369a1ee1d97b2b5e07ebbbbeb","http://www.facebook.com/515412995209755/posts/916124421805275","post",
"2015-11-18T03:04:15+0000","nztasouthisland","Paul Bagrie","What's that blue line, is innes to qeii closed?","0","0","0","","http://www.facebook.com/515412995209755/posts/916124421805275","comment",
"2015-11-16T18:12:50+0000","nztasouthisland","NZ Transport Agency - South Island","Expect DELAYS W-Bnd on QEII Dr (SH74) as it is down to 1 lane heading to Innes Rd roundabout #chchtraffic ^LT","0","1","0","https://fbcdn-photos-h-a.akamaihd.net/hphotos-ak-xtp1/v/t1.0-0/s130x130/12240070_916123448472039_6386154425889201830_n.jpg?oh=47b495942f5be0af9915af6e3249e73f&oe=56EA56E0&__gda__=1457210487_149304d7c7a90051965c3d3ebe501af9","http://www.facebook.com/515412995209755/posts/916123448472039","post",
"2015-11-15T18:34:17+0000","nztasouthisland","NZ Transport Agency - South Island","Expect 20min delays on Rakaia Gorge Bridge (SH77) while maintenance repairs are carried out http://ow.ly/UFLsn","0","0","1","https://fbcdn-photos-e-a.akamaihd.net/hphotos-ak-xtf1/v/t1.0-0/s130x130/11148846_915719248512459_1775858498205979449_n.jpg?oh=d3fc9301ed3755801e61390aca46a2fb&oe=56EA6E8F&__gda__=1458824609_679f381de54be9203eee2d8742a34d30","http://www.facebook.com/515412995209755/posts/915719248512459","post",
"2015-11-15T18:56:52+0000","nztasouthisland","Alex Lambert","What time do they finish work each day and will it be open overnight","0","0","0","","http://www.facebook.com/515412995209755/posts/915719248512459","comment",
"2015-11-15T17:31:56+0000","nztasouthisland","NZ Transport Agency - South Island","Rangitata to Timaru/Arowhenua (SH1) Rd construction: expect delays from 17 November to 11 December 2015 ^SM","0","1","0","","http://www.facebook.com/515412995209755/posts/915702005180850","post",
"2015-11-12T05:30:47+0000","nztasouthisland","NZ Transport Agency - South Island","Unfortunately the NZTA traffic website (highwayinfo.govt.nz) is experiencing a few external connection problems and is not current available. Please accept our apologies for any inconvenience, our suppliers are working hard to restore the site as soon as possible. ^TP","0","1","2","","http://www.facebook.com/515412995209755/posts/914071188677265","post",
"2015-11-12T05:57:56+0000","nztasouthisland","NZ Transport Agency - South Island","UPDATE: Please note that the website outage is affecting all NZ Transport Agency websites, not just the traffic site mentioned above. We hope to restore these services asap. ^TP","0","0","0","","http://www.facebook.com/515412995209755/posts/914071188677265","comment",
"2015-11-12T06:50:26+0000","nztasouthisland","NZ Transport Agency - South Island","UPDATE #2: Web services have now been restored and we will continue to monitor. Thanks for your patience everyone. ^WS","0","0","0","","http://www.facebook.com/515412995209755/posts/914071188677265","comment",
"2015-11-12T04:57:40+0000","nztasouthisland","NZ Transport Agency - South Island","Due to high traffic volume traffic is queuing btwn Kaiapoi and Woodend on the Northern Motorway. Expect delays ^LT","1","7","1","https://fbcdn-photos-e-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-0/q81/s130x130/12227615_914064798677904_6860078544790337651_n.jpg?oh=58563945ee5d2bbf1a46a9618520b2e8&oe=56E78077&__gda__=1457570266_23bd45cc032b5b554d851898158348d4","http://www.facebook.com/515412995209755/posts/914064798677904","post",
"2015-11-12T05:30:44+0000","nztasouthisland","Adam Hale","Clo","0","0","0","","http://www.facebook.com/515412995209755/posts/914064798677904","comment",
"2015-11-12T03:27:39+0000","nztasouthisland","NZ Transport Agency - South Island","","0","1","0","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xfp1/v/t1.0-1/p100x100/10919035_1582825548615675_527314023247444343_n.png?oh=a302c8a6d029069719e69e909d14c7f6&oe=56DC45BE&__gda__=1458665173_ce3c35eef2ca567da6302bc3aa364c28","http://www.facebook.com/515412995209755/posts/914048862012831","post",
"2015-11-12T01:46:43+0000","nztasouthisland","NZ Transport Agency - South Island","Update: Sockburn roundabout now open to all arterials, but is down to 1 lane while diesel is cleared from the incident site. Expect delays","0","0","0","","http://www.facebook.com/515412995209755/posts/914018228682561","post",
"2015-11-12T00:57:01+0000","nztasouthisland","NZ Transport Agency - South Island","","0","2","0","https://fbcdn-photos-b-a.akamaihd.net/hphotos-ak-xpt1/v/t1.0-0/s130x130/12241709_1692429434321952_8886023241751628254_n.jpg?oh=6b53bb2dd3dd17a3ebbb0b10bb0e4302&oe=56D9DFC1&__gda__=1457570765_8f73d7af17b87515c6096a7c51f0f82d","http://www.facebook.com/515412995209755/posts/914004768683907","post",
"2015-11-11T23:06:05+0000","nztasouthisland","NZ Transport Agency - South Island","Heads up! A truck roll on the Sockburn Roundabout is causing long delays and detours. Use the Southern Motorway as an alternate route.","0","3","2","https://fbcdn-profile-a.akamaihd.net/hprofile-ak-xfp1/v/t1.0-1/p100x100/10919035_1582825548615675_527314023247444343_n.png?oh=a302c8a6d029069719e69e909d14c7f6&oe=56DC45BE&__gda__=1458665173_ce3c35eef2ca567da6302bc3aa364c28","http://www.facebook.com/515412995209755/posts/913975245353526","post",
"2015-11-12T00:23:33+0000","nztasouthisland","David Wan","Bugger","0","0","0","","http://www.facebook.com/515412995209755/posts/913975245353526","comment",
"2015-11-12T01:13:47+0000","nztasouthisland","Angela Joy Butler","is the driver ok","0","0","0","","http://www.facebook.com/515412995209755/posts/913975245353526","comment",
"2015-11-11T23:02:42+0000","nztasouthisland","NZ Transport Agency - South Island","Summer is coming and so is the annual road works season. Our crews will be busy working on the highway network across your region and the country. We encourage people to plan their journeys by checking what we are doing and where. Be smart. Plan ahead.

www.nzta.govt.nz/summerjourneys","11","8","0","https://fbcdn-photos-a-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-0/s130x130/12241417_913974375353613_3245236066014566763_n.jpg?oh=734af308a06604378940215497fa0ce6&oe=56E48E13&__gda__=1457784001_251c356b5107839675e8b1ba282c6bca","http://www.facebook.com/515412995209755/posts/913974375353613","post",
"2015-11-11T23:02:12+0000","nztasouthisland","NZ Transport Agency - South Island","","0","1","0","https://fbcdn-photos-f-a.akamaihd.net/hphotos-ak-xtp1/v/t1.0-0/s130x130/12193327_913974278686956_7215439982576149824_n.jpg?oh=3b0a1e6238f57fe6d9828c74bf2ac8c9&oe=56D8CAD7&__gda__=1458537024_419fbc884490b3ec70184c74a0c56970","http://www.facebook.com/515412995209755/posts/913974298686954","post",
"2015-11-11T22:29:51+0000","nztasouthisland","NZ Transport Agency - South Island","Who's heading there this weekend? ^TF

The Southern Scenic Route from Dunedin to Queenstown has been rated as one of the top 10 best road trips in the world! Check out some of the other incredible road trips the South Island has to offer http://www.newzealand.com/int/south-island-road-trips/","5","16","1","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQCZDElqwmYJbkX5&w=130&h=130&url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQLUbkv9fXaXKRsHIktgvworHQKNY-oHWndJcACxM1bFqHdJNU-NMsZ1o9DuYLQtO751Ygns9l72CjZmsG7FfDfXC8OSIPnoWIvkNd-Hx0ALFifzJbnU4JOmHzeZUGbxmECL7LMQpq85AtPR792DAjvB&cfs=1","http://www.facebook.com/515412995209755/posts/913967052021012","post",
"2015-11-11T23:19:15+0000","nztasouthisland","Stacey Herring","Andrew Abercrombie we will have done them all by Xmas","0","0","0","","http://www.facebook.com/515412995209755/posts/913967052021012","comment",
"2015-11-11T18:51:20+0000","nztasouthisland","NZ Transport Agency - South Island","Taramakau Bridge repairs - Greymouth to Kumara Junction (SH6): Expect minor delays. ^SM","0","0","0","","http://www.facebook.com/515412995209755/posts/913896165361434","post",
"2015-11-10T04:57:58+0000","nztasouthisland","NZ Transport Agency - South Island","With the finishing of the Addington Trotting Cup, expect delays on Whiteleigh Ave / Lincoln Rd & Barrington St.","0","0","0","","http://www.facebook.com/515412995209755/posts/913220312095686","post",
"2015-11-10T03:10:33+0000","nztasouthisland","NZ Transport Agency - South Island","Major repairs to the deck and steel work of the HouHou Creek bridge, north of Hokitika,will commence on the 16th of November to be completed by the 21st of December 2015. Minor to moderate delays are expected. For further info please use the following link
https://t.co/cE6rvtfx6H      ^SM","3","0","0","","http://www.facebook.com/515412995209755/posts/913199025431148","post",
"2015-11-10T00:55:17+0000","nztasouthisland","NZ Transport Agency - South Island","It's Show Week!! For info regarding travel and parking at the Show grounds, check out the following link. http://ow.ly/UrLux","0","1","0","https://fbcdn-photos-f-a.akamaihd.net/hphotos-ak-xlp1/v/t1.0-0/s130x130/12196209_913166415434409_1895573070947863462_n.jpg?oh=29be1bbd7de45a20e3ba73ea78de881c&oe=56F31EA0&__gda__=1458351774_17486c240133eabbc80d9cc14ad6d872","http://www.facebook.com/515412995209755/posts/913166415434409","post",
"2015-11-09T19:03:27+0000","nztasouthisland","NZ Transport Agency - South Island","RT @SelHawkins: Heading to Cup Day at Addington Raceway today? I have all the travel info you need to know coming up on @BreakfastonOne ^LT","0","1","0","","http://www.facebook.com/515412995209755/posts/913059138778470","post",
"2015-11-09T19:02:47+0000","nztasouthisland","NZ Transport Agency - South Island","","2","7","0","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQD3LB5BXrXlETj3&w=130&h=130&url=https%3A%2F%2Fscontent-syd1-1.xx.fbcdn.net%2Fhphotos-xtf1%2Fv%2Ft1.0-9%2F12208670_10153786016408606_2631944364267780876_n.png%3Foh%3D0efc4e195ce35cb4a4c4a77bd4cbace1%26oe%3D56BAED03&cfs=1","http://www.facebook.com/515412995209755/posts/913058898778494","post",
"2015-11-09T04:31:38+0000","nztasouthisland","NZ Transport Agency - South Island","Rakaia Gorge Bridge delays from Monday 16th November.

 http://ow.ly/UoOND","0","4","0","https://fbcdn-photos-b-a.akamaihd.net/hphotos-ak-xfl1/v/t1.0-0/s130x130/12193360_912804822137235_6732844654948276841_n.png?oh=7fbfbc39ada3d3c2f32d6739a5e64502&oe=56F324C1&__gda__=1457606364_ac101a3accaec35a2deb640193741f66","http://www.facebook.com/515412995209755/posts/912804822137235","post",
"2015-11-09T04:13:19+0000","nztasouthisland","NZ Transport Agency - South Island","Johns Road (SH1) north bound traffic current travel time 22 minutes.","1","4","0","https://fbcdn-photos-d-a.akamaihd.net/hphotos-ak-xpf1/v/t1.0-0/s130x130/12208509_912801142137603_8830918188542413208_n.jpg?oh=9f8b34434b31e8cf54b7a8d4b5b98c1c&oe=56F1C5E2&__gda__=1457192287_edd78b7b28ca785f59c40c557c5a888e","http://www.facebook.com/515412995209755/posts/912801142137603","post",
"2015-11-09T02:11:34+0000","nztasouthisland","NZ Transport Agency - South Island","Update: Fire west of Russley Rd is now under control. No delays noted.","0","3","0","https://fbcdn-photos-g-a.akamaihd.net/hphotos-ak-xaf1/v/t1.0-0/s130x130/12190082_912769845474066_6423018656094520611_n.jpg?oh=44475b2f7e48773720adb8cfa135a363&oe=56F45994&__gda__=1459166323_568a6482b9c5924397f553dfc1cdc505","http://www.facebook.com/515412995209755/posts/912769845474066","post",
"2015-11-09T01:50:22+0000","nztasouthisland","NZ Transport Agency - South Island","Fire off road near the Russley Rd/Yaldhurst Rd (SH1) intersection. Possible delays.","0","10","3","https://fbcdn-photos-a-a.akamaihd.net/hphotos-ak-xla1/v/t1.0-0/s130x130/12193796_912765575474493_7091115851915219196_n.jpg?oh=18511e137db5c15961aa84bfa4b684e3&oe=56E1A497&__gda__=1457903691_f54dc06963b37e60d4bb5eaf2ce06e0e","http://www.facebook.com/515412995209755/posts/912765575474493","post",
"2015-11-09T02:09:31+0000","nztasouthisland","Bec Dalzell","MaryJane Dalzell is your work burning down? Or go move your car lol","0","0","0","","http://www.facebook.com/515412995209755/posts/912765575474493","comment",
"2015-11-09T03:26:12+0000","nztasouthisland","MaryJane Dalzell","It's opposite my work and it's ok...got a park in the complex today....lol","0","0","0","","http://www.facebook.com/515412995209755/posts/912765575474493","comment",
"2015-11-09T04:10:46+0000","nztasouthisland","Luke Simpson","That's a real fire on the highway.","0","0","0","","http://www.facebook.com/515412995209755/posts/912765575474493","comment",
"2015-11-09T01:32:31+0000","nztasouthisland","NZ Transport Agency - South Island","","0","1","0","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBRG_pdtzr09em_&w=130&h=130&url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQJ5F2mkItW6ma799Q9aXV74fsZ9z5IEqPbMcGM0MDS-mTSM0Bg8HdjdXAn5-sdGuT3NhkaOOIptqdZPLcgtFJsdtCV7BskaLqzgo0shfrx2RolbGz1y24cdXXNmjJRVbL9q83jP23aoQx_86f3m6_Hb&cfs=1","http://www.facebook.com/515412995209755/posts/912761512141566","post",
"2015-11-08T22:53:22+0000","nztasouthisland","NZ Transport Agency - South Island","Avonhead & Russley Rd intersection permanent closure from the 9th November to be completed by 16th November.","6","2","0","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAK15c6GXxBJQZ5&w=130&h=130&url=https%3A%2F%2Fscontent.fbne2-1.fna.fbcdn.net%2Fhphotos-xpf1%2Fv%2Ft1.0-9%2F12227222_912721635478887_7961939165390547032_n.png%3Foh%3D46e993614e2ee1e3a966ca6b7186f7ea%26oe%3D56F3B4AE&cfs=1","http://www.facebook.com/515412995209755/posts/912721832145534","post",
"2015-11-06T20:02:47+0000","nztasouthisland","NZ Transport Agency - South Island","Tree felling on Johns Road (SH1) is taking place today - expect five minutes delays for stop/go traffic. ^TF","0","1","0","","http://www.facebook.com/515412995209755/posts/911843872233330","post",
"2015-11-06T04:24:56+0000","nztasouthisland","NZ Transport Agency - South Island","SH1 Rolleston is now OPEN from the previous #crash take care through the area. ^TF","0","3","0","","http://www.facebook.com/515412995209755/posts/911559715595079","post",
"2015-11-06T03:56:54+0000","nztasouthisland","NZ Transport Agency - South Island","Due to a #crash SH1 Rolleston is CLOSED at the intersection with Robinsons Rd - Detour in place - expect delays ^TF","0","2","2","","http://www.facebook.com/515412995209755/posts/911553455595705","post",
"2015-11-06T04:48:30+0000","nztasouthisland","Sally King","Jess King","0","0","0","","http://www.facebook.com/515412995209755/posts/911553455595705","comment",
"2015-11-06T04:49:02+0000","nztasouthisland","Sally King","Todd Stevens Jeffrey Stevens","0","0","0","","http://www.facebook.com/515412995209755/posts/911553455595705","comment",
"2015-11-06T03:08:50+0000","nztasouthisland","NZ Transport Agency - South Island","State Highway 8 at Pleasant Point, near Timaru, will be closed from Khan St to Tengawai Road Saturday, November 7 for the Pleasant Point Gymkhana/ Get to the Point event.

The detour route, which will be in place all day 8 am to 5 pm, is via Tengawai Road to Greig St, Halstead Road, Munro St and Harris St.

^TF","0","0","0","","http://www.facebook.com/515412995209755/posts/911540308930353","post",
"2015-11-06T03:00:35+0000","nztasouthisland","NZ Transport Agency - South Island","(SH94) The Homer Tunnel will be CLOSED overnight 6pm Sat Nov until 6am Sun 8 Nov for scheduled works. ^TF","0","0","1","https://fbcdn-photos-d-a.akamaihd.net/hphotos-ak-xft1/v/t1.0-0/s130x130/12195844_911538482263869_7217866718977165939_n.jpg?oh=1ef55300dbaed42a06c4f430aa2b384e&oe=56F87F8D&__gda__=1458758047_a3fc4f29b2de01432d4e4938c9ddd816","http://www.facebook.com/515412995209755/posts/911538482263869","post",
"2015-11-06T03:24:16+0000","nztasouthisland","Michelle Toh","Awsome!","0","0","0","","http://www.facebook.com/515412995209755/posts/911538482263869","comment",
"2015-11-06T02:56:50+0000","nztasouthisland","NZ Transport Agency - South Island","SH6 Fox Glacier to Haast, Knights Point Opening Celebrations now in progress, take care as pedestrians and slow moving traffic. ^TF","0","1","0","https://fbcdn-photos-h-a.akamaihd.net/hphotos-ak-xlf1/v/t1.0-0/s130x130/12219477_911537515597299_409729160259303860_n.jpg?oh=8b9b2f64d90db10150c7866a7764be48&oe=56E8C6D6&__gda__=1454201980_0a4377671d3949e91132fbabe782e882","http://www.facebook.com/515412995209755/posts/911537515597299","post",
"2015-11-06T02:53:20+0000","nztasouthisland","NZ Transport Agency - South Island","SH63, 66, 67 St Arnaud to Westport - The Source to Sea Cycle Race Saturday 7 November 9am - 5pm - Stop/Go Traffic control will be in place at bridges and major intersections please expect delays on this route. 

Please extra take care as cyclists, spectators and support vehicles will be on the route. ^TF","1","0","1","https://fbcdn-photos-g-a.akamaihd.net/hphotos-ak-xtf1/v/t1.0-0/s130x130/12191550_911536828930701_4924614649289202205_n.jpg?oh=45123ba7cdd64ac71fdc8039542fa3a6&oe=56D60693&__gda__=1458250429_0dcd4575f6f031e8cf426791b8ecfcc6","http://www.facebook.com/515412995209755/posts/911536828930701","post",
"2015-11-06T03:03:05+0000","nztasouthisland","Sally King","Liam Mitton Jess King","0","0","0","","http://www.facebook.com/515412995209755/posts/911536828930701","comment",
"2015-11-05T23:24:16+0000","nztasouthisland","NZ Transport Agency - South Island","Heads up, Johns Road (SH1) Tree felling will take place Sat 7th Nov- expect five minutes delays for stop/go traffic. ^TF","0","1","0","","http://www.facebook.com/515412995209755/posts/911482988936085","post",
"2015-11-05T03:59:39+0000","nztasouthisland","Queenstown Lakes District Council","An update from the NZ Transport Agency - South Island on the Shotover Country roundabout expected to open in February.","0","0","0","https://fbcdn-photos-b-a.akamaihd.net/hphotos-ak-xpf1/v/t1.0-0/q82/s130x130/11045504_911153068969077_3036798284918806658_n.jpg?oh=23dffda1ea0cefaed7f7d375571684b0&oe=56DD69DD&__gda__=1458913227_e8fc3242728cce33fc88c7ff7a5e9e78","http://www.facebook.com/109882599038063/posts/911158912301826","post",
"2015-11-05T03:31:08+0000","nztasouthisland","NZ Transport Agency - South Island","The Shotover Country roundabout on SH6 between Frankton and Arrowtown should be operational in February","9","11","1","https://fbcdn-photos-b-a.akamaihd.net/hphotos-ak-xpf1/v/t1.0-0/q82/s130x130/11045504_911153068969077_3036798284918806658_n.jpg?oh=23dffda1ea0cefaed7f7d375571684b0&oe=56DD69DD&__gda__=1458913227_e8fc3242728cce33fc88c7ff7a5e9e78","http://www.facebook.com/515412995209755/posts/911153068969077","post",
"2015-11-05T08:28:37+0000","nztasouthisland","Ryan Lelievre","Unbelievably slow.","0","0","0","","http://www.facebook.com/515412995209755/posts/911153068969077","comment",
"2015-11-05T03:30:10+0000","nztasouthisland","NZ Transport Agency - South Island","Work on the Glenda Drive Improvements project, with the Queenstown Airport runway in the background. This project will be largely completed by mid-December 2015.","1","6","0","https://fbcdn-photos-b-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-0/s130x130/10959623_911152878969096_8499971619528673431_n.jpg?oh=946ebe7c4c8fec731ed853f9a226187d&oe=56D63006&__gda__=1457119030_2b19eb40f7a32a4eebb955feb8d4656a","http://www.facebook.com/515412995209755/posts/911152878969096","post",
"2015-11-05T03:28:45+0000","nztasouthisland","NZ Transport Agency - South Island","A helicopter view of the Glenda Drive roundabout taking shape","2","20","1","https://fbcdn-photos-g-a.akamaihd.net/hphotos-ak-xfa1/v/t1.0-0/s130x130/12189155_911152652302452_1997111162776980521_n.jpg?oh=232d34eae6df306d2e3afe54cd00ab9f&oe=56F33CB1&__gda__=1458631267_fa7df56f7a1f818a64bc131799a214fa","http://www.facebook.com/515412995209755/posts/911152652302452","post",
"2015-11-05T04:55:31+0000","nztasouthisland","Laura Reynolds","Antony Merriman","0","0","0","","http://www.facebook.com/515412995209755/posts/911152652302452","comment",
"2015-11-05T02:19:07+0000","nztasouthisland","NZ Transport Agency - South Island","Roads in Dunedin are now due to reopen, however delays are still possible. For more info on road closures due to the royal tour select the link below. ^LT","0","1","0","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQChNsnBOjwesCs5&w=130&h=130&url=https%3A%2F%2Fwww.facebook.com%2Fads%2Fimage%2F%3Fd%3DAQKyO-siemphhSJlnw_-iz9PZ3KUsTBNeXDN4uR-N5meOFg_ThWTSSzrTexKZhyI4IK0cGEtaq1mBHeMVCEGJ0NuTXVx_qxNoTPZB3g3OOwSIT75_6rQL9hssY223NEny5JDhkBAnsmlLLFlm8QWSqR0&cfs=1","http://www.facebook.com/515412995209755/posts/911137272303990","post",
"2015-11-05T01:49:11+0000","nztasouthisland","NZ Transport Agency - South Island","","0","12","0","https://fbcdn-vthumb-a.akamaihd.net/hvthumb-ak-xap1/v/t15.0-10/s130x130/1921826_1690477727850456_2126810301_n.jpg?oh=944aa1d6fef67414ea9a197244f2beb4&oe=56D65B4B&__gda__=1459181148_5a197e096363709a32c5672cdb03717f","http://www.facebook.com/515412995209755/posts/911130905637960","post",
"2015-11-04T23:05:22+0000","nztasouthisland","NZ Transport Agency - South Island","RT @TransportChCh: Parade parking at Hagley Park off Harper Ave is now open. Closing @ 2pm #AllBlackEverything https://t.co/gpFsX3l8pm ^LT","0","0","0","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQAVK3zAvq9-rtr3&w=130&h=130&url=http%3A%2F%2Fstatic.ow.ly%2Fphotos%2Foriginal%2Feea0p.jpg&cfs=1","http://www.facebook.com/515412995209755/posts/911091642308553","post",
"2015-11-04T18:30:42+0000","nztasouthisland","NZ Transport Agency - South Island","Dunedin, welcome the Royals today and plan ahead!

The Following Streets Will Closed From 1pm Until 3pm TODAY Due To The Royal Visit.

Sh 1 Southbound: (castle Street And High Street) From St Andrew Street To Queens Gardens.

Detour In Place Via Thomas Burns Street, Wharf Street And Strathallan Street

Sh 88: From St Andrew Street To Sh 1 Southbound.
For all local road closures visit the Dunedin City Councils webpage here:

^TF","1","0","0","https://fbcdn-photos-f-a.akamaihd.net/hphotos-ak-xfp1/v/t1.0-0/s130x130/12096345_911010752316642_260730129623790310_n.jpg?oh=9210c99a8bc99b8db744d906e0c16225&oe=56F51799&__gda__=1458826219_af6a3e940bb3e42621e7f4751f5faca8","http://www.facebook.com/515412995209755/posts/911010752316642","post",
"2015-11-04T18:09:51+0000","nztasouthisland","NZ Transport Agency - South Island","Plan your journey, we're expecting large crowds in the city this afternoon to welcome home the All Blacks. ^TF","2","6","0","https://fbexternal-a.akamaihd.net/safe_image.php?d=AQBUDPW6kn6blUwW&w=130&h=130&url=http%3A%2F%2Ftfc.govt.nz%2Fassets%2FUploads%2F_resampled%2FResizedImage600849-Rugby-World-Cup-Parade-Map-EVS8337-WEB.jpg&cfs=1","http://www.facebook.com/515412995209755/posts/911002702317447","post",
